"Check in Vimeo","Check in Vimeo"
"Check in Youtube","Check in Youtube"
"Check in Moleskine","Check in Moleskine"
"Contact Us","Contact Us"
"Contact Seller","Contact Seller"
"Your Name","Your Name"
"Your Email","Your Email"
"Return Policy","Return Policy"
"Shipping Policy","Shipping Policy"
"Seller's Collection","Seller's Collection"
"View Location on Map","View Location on Map"
" Wrong verification number. "," Wrong verification number. "
" Mail Send "," Mail Send "
"%s 's Rating","%s 's Rating"
"Average Rating","Average Rating"
"Review","Review"
"Make a Review","Make a Review"
"By %s","By %s"
"on","on"
"Recent Feedbacks","Recent Feedbacks"
"Give Feedback","Give Feedback"
"Write Your Own Feedback","Write Your Own Feedback"
"How do you rate this Store?","How do you rate this Store?"
"star","star"
"stars","stars"
"Summary of Your Review","Summary of Your Review"
"You need to purchase item(s) first to make a review.","You need to purchase item(s) first to make a review."
"Login To Give Feedback","Login To Give Feedback"
"Comments & Reviews","Comments & Reviews"
"No comment & review available","No comment & review available"
"Browse BY","Browse BY"
"SELLER'S CATEGORY","SELLER'S CATEGORY"
"Search sellers by shop name from here","Search sellers by shop name from here"
"No Shop Available","No Shop Available"
"View Shipment Details","View Shipment Details"
"Send Email To Customer","Send Email To Customer"
"Send Tracking Information","Send Tracking Information"
"Shipment Slip","Shipment Slip"
"Print Shipment","Print Shipment"
"Shipment Information","Shipment Information"
"Shipment #%s | %s","Shipment #%s | %s"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Items Shipped","Items Shipped"
"Add Simple Product","Add Simple Product"
"Transaction List","Transaction List"
"Remaining Transactions:","Remaining Transactions:"
"Search by Transaction Id","Search by Transaction Id"
"Download .CSV","Download .CSV"
"No Record Available","No Record Available"
"Transaction Information","Transaction Information"
"Commission","Commission"
"Add New Virtual Product","Add New Virtual Product"
"Add Virtual Product","Add Virtual Product"
"Sold By","Sold By"
"Visit Shop","Visit Shop"
"Positive Feedback","Positive Feedback"
"%s ratings","%s ratings"
"Options","Options"
"Move Product Tax to Seller Account","Move Product Tax to Seller Account"
"Allow Seller to Manage Orders","Allow Seller to Manage Orders"
"Attribute Set ID","Attribute Set ID"
"Seller Approval Required","Seller Approval Required"
"Product Approval Required","Product Approval Required"
"Product Update Approval Required","Product Update Approval Required"
"Set Captcha Enable","Set Captcha Enable"
"Allowed Categories for seller to add products","Allowed Categories for seller to add products"
"e.g Please enter category ids by comma(,) separated","e.g Please enter category ids by comma(,) separated"
"Admin Email-id","Admin Email-id"
"Allowed Product Image Type","Allowed Product Image Type"
"Enter file type separated by comma(,) like jpeg,png,gif,jpg ( For Seller's Products images)","Enter file type separated by comma(,) like jpeg,png,gif,jpg ( For Seller's Products images)"
"Allowed Sample File Type","Allowed Sample File Type"
"Enter file type separated by comma(,) like jpeg,png,gif,pdf ( For Downloadable Products )","Enter file type separated by comma(,) like jpeg,png,gif,pdf ( For Downloadable Products )"
"Allowed Link File Type","Allowed Link File Type"
"Enter file type separated by comma(,) like zip,rar,pdf,doc ( For Downloadable Products )","Enter file type separated by comma(,) like zip,rar,pdf,doc ( For Downloadable Products )"
"Product Type For Seller","Product Type For Seller"
"Landing Page Settings","Landing Page Settings"
"Marketplace Landing Page Head Title","Marketplace Landing Page Head Title"
"e.g Turn Your Passion Into a Business","e.g Turn Your Passion Into a Business"
"Display Banner","Display Banner"
"Banner Image","Banner Image"
"Banner Content","Banner Content"
"This content will be display over the banner image in the marketplace landing page url-www.yourwebsite.com/marketplace",This content will be display over the banner image in the marketplace landing page url-www.yourwebsite.com/marketplace"
"Marketplace Landing Page Label1","Marketplace Landing Page Label1",
"e.g Turn Your Passion Into a Business (will be display above all feature's icons)","e.g Turn Your Passion Into a Business (will be display above all feature's icons)"
"Marketplace Landing Page Label2","Marketplace Landing Page Label2"
"e.g Sellers with Taste (will be display above top 4 seller's block)","e.g Sellers with Taste (will be display above top 4 seller's block)"
"Marketplace Landing Page Label3","Marketplace Landing Page Label3"
"e.g More than 500 shop owners have joined us last month (will be display above "View All Sellers" button)","e.g More than 500 shop owners have joined us last month (will be display above "View All Sellers" button)"
"Marketplace Landing Page Label4","Marketplace Landing Page Label4"
"e.g Why to sell with us (will be display above marketplace content)","e.g Why to sell with us (will be display above marketplace content)"
"Marketplace Landing Page Button Label","Marketplace Landing Page Button Label"
"Display Icons","Display Icons"
"Feature:1 Icon","Feature:1 Icon"
"Feature:1 Icon Label","Feature:1 Icon Label"
"e.g Register Yourself","e.g Register Yourself"
"Feature:2 Icon","Feature:2 Icon"
"Feature:2 Icon Label","Feature:2 Icon Label"
"e.g Add Products","e.g Add Products"
"Feature:3 Icon","Feature:3 Icon"
"Feature:3 Icon Label","Feature:3 Icon Label"
"e.g Start Selling","e.g Start Selling"
"Feature:4 Icon","Feature:4 Icon"
"Feature:4 Icon Label","Feature:4 Icon Label"
"e.g Generate Revenues","e.g Generate Revenues"
"About Marketplace","About Marketplace"
"e.g webkul","e.g webkul"
"Marketplace Seller List Page Top Label","Marketplace Seller List Page Top Label"
"Marketplace Seller List Page Bottom Label","Marketplace Seller List Page Bottom Label"
"Marketplace Products Hints","Marketplace Products Hints"
"Enable Product Hints","Enable Product Hints"
"Product Category","Product Category"
"Product Name","Product Name"
"Product Description","Product Description"
"Product Short Description","Product Short Description"
"Product Sku","Product Sku"
"Product Price","Product Price"
"Product Special Price","Product Special Price"
"Product Special Price Start Date","Product Special Price Start Date"
"Product Special Price End Date","Product Special Price End Date"
"Product Quantity","Product Quantity"
"Product Stock Availability","Product Stock Availability"
"Product Tax Types","Product Tax Types"
"Product Weight","Product Weight"
"Product Image","Product Image"
"Product Enable","Product Enable"
"Seller Profile Page Settings","Seller Profile Page Settings"
"Enable Color Picker","Enable Color Picker"
"Allow sellers to change their profile page background color","Allow sellers to change their profile page background color"
"Seller Policies Enable at frontend","Seller Policies Enable at frontend"
"Rewrite Seller's Shop URL","Rewrite Seller's Shop URL"
"Allow Sellers To Manage their Shop URL","Allow Sellers To Manage their Shop URL"
"Marketplace Profile Hints","Marketplace Profile Hints"
"Enable Profile Hints","Enable Profile Hints"
"Profile Twitter id","Profile Twitter id"
"Profile Facebook id","Profile Facebook id"
"Profile Contact Number","Profile Contact Number"
"Profile Background Color","Profile Background Color"
"Profile Shop Name","Profile Shop Name"
"Profile Shop Banner Image","Profile Shop Banner Image"
"Profile Company Logo","Profile Company Logo"
"Profile Company Locality","Profile Company Locality"
"Profile Company Description","Profile Company Description"
"Return Policy","Return Policy"
"Shipping Policy","Shipping Policy"
"Profile Country","Profile Country"
"Profile Meta Keywords","Profile Meta Keywords"
"Profile Meta Description","Profile Meta Description"
"Profile Payment Information","Profile Payment Information"
"Marketplace Seller Review Settings","Marketplace Seller Review Settings"
"Make a Review on only Order Purchase","Make a Review on only Order Purchase"
"Partner Request","Partner Request"
"Partner Approved","Partner Approved"
"Partner Disapprove","Partner Disapprove"
"Partner Deny","Partner Deny"
"Product Deny","Product Deny"
"Product has been Created Successfully","Product has been Created Successfully"
"Are you sure you want to delete this sample link","Are you sure you want to delete this sample link"
"Not Mentioned Yet","Not Mentioned Yet","Not Mentioned Yet","Not Mentioned Yet"
"Enter Mobile Number with country code ex: (123) 456-7890","Enter Mobile Number with country code ex: (123) 456-7890"
"Commission Details","Commission Details"
"Set Commission In Percentage For This Particular Seller","Set Commission In Percentage For This Particular Seller"
"Total Sale","Total Sale"
"Total Seller Sale","Total Seller Sale"
"Total Admin Sale","Total Admin Sale"
"Current Commission %","Current Commission %"
"Assign Product To Seller","Assign Product To Seller"
"Enter Product ID","Enter Product ID"
"Assigned Product Ids","Assigned Product Ids"
"Unassign Product To Seller","Unassign Product To Seller"
"Unapprove Seller","Unapprove Seller"
"Unapproved","Unapproved"
"Unassigned","Unassigned"
"Seller Status","Seller Status"
"View product","View product"
"Click to Approve","Click to Approve"
"You sure?","You sure?"
"View Transaction","View Transaction"
"Invoices","Invoices"
"Shipments","Shipments"
"Refunds","Refunds"
"The product is already assign to other seller.","The product is already assign to other seller."
"Product with id %s doesn't exist.","Product with id %s doesn't exist."
"Total of %d Feedback(s) were successfully approved","Total of %d Feedback(s) were successfully approved"
"'Total of %d Feedback(s) were successfully unapproved","'Total of %d Feedback(s) were successfully unapproved"
"Total of %d Feedback(s) were successfully deleted","Total of %d Feedback(s) were successfully deleted"
"Manage Seller's Products","Manage Seller's Products"
"$message","$message"
"Manage Attribute","Manage Attribute"
"Your Product Has Been Successfully Updated","Your Product Has Been Successfully Updated"
"Your Product Has Been Successfully Deleted From Your Account","Your Product Has Been Successfully Deleted From Your Account"
"Creditmemo","Creditmemo"
"The creditmemo no longer exists.","The creditmemo no longer exists."
"The order no longer exists.","The order no longer exists."
"You are not authorize to view this creditmemo.","You are not authorize to view this creditmemo."
"#%s Order Creditmemo","#%s Order Creditmemo"
"The invoice no longer exists.","The invoice no longer exists."
"'You are not authorize to view this invoice.","'You are not authorize to view this invoice."
"The shipment no longer exists.","The shipment no longer exists."
"You are not authorize to view this shipment.","You are not authorize to view this shipment."
"#%s Order Shipment","#%s Order Shipment"
"Print #%s Order","Print #%s Order"
"#%s Order","#%s Order"
"Your Review was successfully saved","Your Review was successfully saved"
"Notification mail for seller for placed order and invoiced items","Notification mail for seller for placed order and invoiced items"
"e.g Open a Marketplace Shop - this will also display over banner","e.g Open a Marketplace Shop - this will also display over banner"
"Please enter shop URL","Please enter shop URL"
"unavailable","unavailable"
"available","available"
"January","January"
"February","February"
"March","March"
"April","April"
"May","May"
"June","June"
"July","July"
"August","August"
"September","September"
"October","October"
"November","November"
"December","December"
"Shipping Cost","Shipping Cost"
"Sorry, but you can only add maximum %1 quantity of %2 in this cart.","Sorry, but you can only add maximum %1 quantity of %2 in this cart."
"Allowed Product Qty on Product Purchase for Customer","Allowed Product Qty on Product Purchase for Customer"
"By default %1 qty will be allowed for customer to add in cart.","By default %1 qty will be allowed for customer to add in cart."
"Marketplace","Marketplace"
"General Settings","General Settings"
"Global Commission Rate","Global Commission Rate"
"Seller Product's Settings","Seller Product's Settings"
"Allow seller to add products with sku type","Allow seller to add products with sku type"
"Product Sku Prefix","Product Sku Prefix"
"e.g if sku prefix = "xyz" then your product sku will be as xyz-productsku","e.g if sku prefix = "xyz" then your product sku will be as xyz-productsku"
"Allow Seller to Add Related Products","Allow Seller to Add Related Products"
"Allow Seller to Add Up-Sell Products","Allow Seller to Add Up-Sell Products"
"Allow Seller to Add Cross-Sell Products","Allow Seller to Add Cross-Sell Products"
"Allow Seller to Add Limit on Product Purchase for Customer","Allow Seller to Add Limit on Product Purchase for Customer"
"Allowed Product Qty on Product Purchase for Customer","Allowed Product Qty on Product Purchase for Customer"
"e.g if set 5 then customer will allowed to add maximum 3 qty of the products in cart.","e.g if set 5 then customer will allowed to add maximum 3 qty of the products in cart."
"Seller Order's Settings","Seller Order's Settings"
"Order Approval Required","Order Approval Required"
"Inventory Settings","Inventory Settings"
"Enable Low Notification","Enable Low Notification"
"Allow to send low stock notification mail to sellers","Allow to send low stock notification mail to sellers"
"Low Stock Quantity","Low Stock Quantity"
"Allow to send low stock notification mail to sellers when product quantity will be equal or less then this quantity","Allow to send low stock notification mail to sellers when product quantity will be equal or less then this quantity"
"Display Seller Profile","Display Seller Profile"
"Allow to automatic create seller public url on seller registration","Allow to automatic create seller public url on seller registration"
"Automatic create seller public url as profile url - yourwebsite.com/seller-shop-url, collection url - yourwebsite.com/seller-shop-url/collection, location url - yourwebsite.com/seller-shop-url/location, feedback url - yourwebsite.com/seller-shop-url/feedback on seller registration","Automatic create seller public url as profile url - yourwebsite.com/seller-shop-url, collection url - yourwebsite.com/seller-shop-url/collection, location url - yourwebsite.com/seller-shop-url/location, feedback url - yourwebsite.com/seller-shop-url/feedback on seller registration"
"Allow only authorize buyers to review for seller","Allow only authorize buyers to review for seller"
"Marketplace Landing Page Layout","Marketplace Landing Page Layout"
"Marketplace Landing Page Layout2 Button Label","Marketplace Landing Page Layout2 Button Label"
"Terms and Conditions URL","Terms and Conditions URL"
"e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like -www.yourwebsite.com/terms-conditions","e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like -www.yourwebsite.com/terms-conditions"
"Marketplace Landing Page Layout3 Button Label","Marketplace Landing Page Layout3 Button Label"
"Feature:5 Icon","Feature:5 Icon"
"Feature:5 Icon Label","Feature:5 Icon Label"
"Display Seller registration block on customer registration page","Display Seller registration block on customer registration page"
"Cross-Sell Products","Cross-Sell Products"
"These "impulse-buy" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","These "impulse-buy" products appear next to the shopping cart as cross-sells to the items already in the shopping cart."
"Related Products","Related Products"
"Related products are shown to customers in addition to the item the customer is looking at.","Related products are shown to customers in addition to the item the customer is looking at."
"Up-Sell Products","Up-Sell Products"
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at."
